,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
2761,2022-06-06T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKX,,,,,,,99900.0,219400.0,219083.0,1651,100100.0,28.0,20.0,17.0,53.0,105.0,80.0,2.0,1704,0411,1107,0420,9100.0,91100.0,1129,43416,37152,882.0,422.0
2760,2022-06-06T00:00:00.000Z,THA642,VTBS,RJAA,HS-TKK,,,,,,,51800.0,207899.0,208700.0,1728,51600.0,,8.0,4.0,41.0,59.0,62.0,3.0,1739,2307,0528,2314,10500.0,41000.0,0546,37119,45129,564.0,369.0
2759,2022-06-06T00:00:00.000Z,THA640,VTBS,RJAA,HS-TKM,,,,,,,47600.0,184468.0,184468.0,1511,47600.0,,,,,,,,1523,2105,0542,2107,9700.0,37800.0,0556,38737,44292,318.0,298.0
2758,2022-06-06T00:00:00.000Z,THA331,VTBS,VIDP,HS-TJV,,,,,,,,,174600.0,1617,33500.0,28.0,22.0,44.0,51.0,32.0,31.0,0.0,1634,2006,0332,2024,10500.0,23200.0,0407,45598,36048,626.0,509.0
2763,2022-06-06T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTB,,,,,,,108700.0,,225079.0,1808,108600.0,27.0,,,,,,,1827,0619,1152,0627,10000.0,99500.0,1219,37220,45502,1000.0,400.0
2756,2022-06-06T00:00:00.000Z,THA337,VTBS,VOMM,HS-TJW,,,,,,,26200.0,,180100.0,1513,26300.0,28.0,7.0,58.0,56.0,23.0,29.0,0.0,1535,1820,0245,1826,8100.0,18100.0,0313,24868,43124,600.0,500.0
2754,2022-06-06T00:00:00.000Z,THA325,VTBS,VOBL,HS-THC,,,,,,,23900.0,,169100.0,1719,23700.0,27.0,21.0,80.0,60.0,,,2.0,1436,1742,0306,1748,6300.0,17300.0,0029,43934,33155,60.0,55.0
2753,2022-06-06T00:00:00.000Z,THA9179,EGLL,VTBS,HS-TQC,,,,,,,60600.0,138300.0,138121.0,1638,60300.0,27.4,10.0,104.0,73.0,,,,1706,0420,1114,0426,6100.0,54300.0,1148,35455,43117,787.0,234.0
2752,2022-06-06T00:00:00.000Z,THA349,VTBS,OPIS,HS-THM,,,,,,,57800.0,164700.0,164730.0,1215,57600.0,33.3,10.0,119.0,75.0,0.0,0.0,5.0,1231,1643,0412,1651,32100.0,25500.0,0436,36730,44282,70.0,55.0
2751,2022-06-06T00:00:00.000Z,THA350,OPIS,VTBS,HS-THM,,,,,,,31900.0,173500.0,172844.0,1834,31800.0,29.2,,,,,,,1846,2313,0427,2319,7400.0,24200.0,0445,40806,36730,55.0,50.0
2750,2022-06-06T00:00:00.000Z,THA961,ESSA,VTBS,HS-THL,,,,,,,75500.0,179400.0,179472.0,1229,75500.0,27.9,18.0,125.0,90.0,,,0.0,1243,2351,1108,2358,7300.0,67800.0,1129,30951,44340,0.0,27.0
2749,2022-06-06T00:00:00.000Z,THA951,EKCH,VTBS,HS-TKZ,,,,,,,100600.0,228550.0,228205.0,1229,100800.0,,12.0,5.0,50.0,94.0,91.0,2.0,1248,2315,1027,2323,10200.0,90500.0,1054,43483,40190,973.0,463.0
2748,2022-06-06T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTA,,,,,,,93500.0,212000.0,211288.0,1152,93600.0,31.0,5.0,38.0,134.0,58.0,47.0,1.0,1210,2319,1109,2328,9300.0,84700.0,1136,43957,26957,1032.0,564.0
2747,2022-06-06T00:00:00.000Z,THA925,EDDM,VTBS,HS-THE,,,,,,,68700.0,,180800.0,1252,68600.0,32.1,,,,,,,1309,2324,1015,2332,7000.0,61700.0,1040,42310,36737,80.0,21.0
2755,2022-06-06T00:00:00.000Z,THA326,VOBL,VTBS,HS-THC,,,,,,,23100.0,151500.0,151181.0,1850,23100.0,28.8,,,,,,,1910,2228,0318,2235,6100.0,16800.0,0345,44214,33155,55.0,50.0
2687,2022-06-05T00:00:00.000Z,THA465,VTBS,YMML,HS-THM,,,,,,,54700.0,,169963.0,0135,54600.0,28.6,,,,,,,0146,0956,0810,1003,8400.0,46000.0,0828,44232,33879,60.0,34.0
2682,2022-06-05T00:00:00.000Z,THA403,VTBS,WSSS,HS-THL,,,,,,,16200.0,176000.0,176224.0,0108,16100.0,26.2,29.0,127.0,60.0,,,2.0,0118,0307,0149,0315,5500.0,10550.0,0207,44221,26959,40.0,33.0
2683,2022-06-05T00:00:00.000Z,THA322,VGHS,VTBS,HS-TJV,,,,,,,22800.0,166416.0,166550.0,0753,22900.0,,,,,,,,0803,1017,0214,1026,9300.0,13600.0,0233,26106,44177,542.0,450.0
2684,2022-06-05T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKU,,,,,,,73900.0,217535.0,217911.0,0131,73900.0,28.0,23.0,18.0,46.0,86.0,53.0,3.0,0143,0956,0813,1002,9800.0,63800.0,0831,,,908.0,466.0
2685,2022-06-05T00:00:00.000Z,THA321,VTBS,VGHS,HS-TJV,,,,,,,37500.0,170016.0,169590.0,0411,37400.0,,,,,,,,0421,0621,0200,0628,23200.0,14000.0,0217,44177,26106,609.0,542.0
2686,2022-06-05T00:00:00.000Z,THA926,VTBS,EDDF,HS-TKW,,,,,,,98400.0,217700.0,217300.0,0525,539.0,25.0,20.0,14.0,33.0,63.0,47.0,2.0,0539,1651,1112,1702,7000.0,91100.0,1137,43310,37116,1015.0,634.0
2692,2022-06-05T00:00:00.000Z,THA624,VTBS,RPLL,HS-TKO,,,,,,,33100.0,207700.0,208012.0,0739,,30.0,17.0,13.0,48.0,103.0,92.0,0.0,0757,1105,0308,1110,10000.0,23000.0,0331,45517,34101,581.0,458.0
2688,2022-06-05T00:00:00.000Z,THA916,VTBS,EGLL,HS-TQC,,,,,,,71100.0,152270.0,152270.0,0655,71200.0,22.9,20.0,128.0,82.0,0.0,0.0,0.0,0710,1847,1137,1900,7400.0,63900.0,1205,37212,43970,927.0,738.0
2689,2022-06-05T00:00:00.000Z,THA639,VHHH,VTBS,HS-THG,,,,,,,16100.0,144705.0,144705.0,1020,16100.0,27.1,0.0,,,,,,1029,1238,0209,1045,5000.0,11100.0,0025,38887,44201,99.0,98.0
2690,2022-06-05T00:00:00.000Z,THA638,VTBS,VHHH,HS-THG,,,,,,,18300.0,151111.0,151111.0,0640,18000.0,,0.0,,,,,,0651,0913,0222,0921,5500.0,12600.0,0241,44201,38887,100.0,99.0
2691,2022-06-05T00:00:00.000Z,THA625,RPLL,VTBS,HS-TKO,,,,,,,27900.0,207500.0,206604.0,1208,27800.0,29.0,14.0,3.0,56.0,107.0,58.0,2.0,1227,1506,0239,1513,7600.0,19900.0,0305,34101,45517,458.0,369.0
2680,2022-06-05T00:00:00.000Z,THA623,RJBB,VTBS,HS-TTA,,,,,,,44300.0,,212343.0,0255,44100.0,30.0,0.0,19.0,68.0,35.0,22.0,1.0,0312,0816,0504,0823,8300.0,35900.0,0528,44255,29435,564.0,368.0
2681,2022-06-05T00:00:00.000Z,THA466,YMML,VTBS,HS-THB,,,,,,,64000.0,186900.0,186676.0,0012,64000.0,28.7,30.0,133.0,107.0,,,3.0,0027,0939,0912,0946,6100.0,57750.0,0934,44308,37252,70.0,38.0
2694,2022-06-05T00:00:00.000Z,THA678,VTBS,ZGGG,HS-TKP,,,,,,,46300.0,221600.0,221600.0,0825,46700.0,21.0,,,,,,,0834,1108,0234,1129,25200.0,21200.0,0304,43487,39856,1306.0,1306.0
2679,2022-06-05T00:00:00.000Z,THA664,VTBS,ZSPD,HS-THH,,,,,,,47800.0,159800.0,159800.0,0310,47800.0,29.2,,,,,,,0320,0715,0355,0723,25500.0,22200.0,0413,44236,38893,98.0,98.0
2678,2022-06-05T00:00:00.000Z,THA665,ZSPD,VTBS,HS-THH,,,,,,,25000.0,161536.0,159863.0,1040,24900.0,24.8,,,,,,,1103,1444,0341,1455,5500.0,19200.0,0415,38893,44418,98.0,98.0
2677,2022-06-05T00:00:00.000Z,THA645,RJGG,VTBS,HS-THF,,,,,,,33400.0,167000.0,166945.0,0156,33500.0,27.3,19.0,49.0,36.0,,,1.0,0215,0725,0510,0732,6000.0,27300.0,0536,44277,28376,70.0,47.0
2676,2022-06-05T00:00:00.000Z,THA404,WSSS,VTBS,HS-THL,,,,,,,17100.0,182000.0,182336.0,0425,17000.0,28.2,31.0,157.0,128.0,,,1.0,0443,0648,0205,0657,5000.0,11950.0,0232,26959,44221,33.0,24.0
2675,2022-06-05T00:00:00.000Z,THA478,YSSY,VTSP,HS-TKY,,,,,,,77100.0,209800.0,211800.0,0000,77000.0,33.0,,,,,,,0021,,,0927,8000.0,69300.0,0927,43958,26100,970.0,475.0
2673,2022-06-05T00:00:00.000Z,THA643,RJAA,VTBS,HS-TKM,,,,,,,51400.0,209949.0,209321.0,0259,51500.0,31.0,15.0,8.0,37.0,62.0,54.0,5.0,0321,0900,0539,0907,8800.0,42600.0,0608,40500,43316,705.0,524.0
2672,2022-06-05T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKK,,,,,,,45000.0,219000.0,217792.0,0126,45000.0,30.0,,,,,,,0149,0640,0451,0648,7700.0,37100.0,0522,44250,24871,789.0,580.0
2671,2022-06-05T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJW,,,,,,,41300.0,159700.0,159720.0,0149,41400.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0208,0755,0547,0807,7100.0,34300.0,0618,43413,36763,525.0,517.0
2670,2022-06-05T00:00:00.000Z,THA919,VTSP,VTBS,HS-TQF,,,,,,,10231.0,125600.0,125400.0,0923,10100.0,,,,,,,,0935,1049,0114,1055,4600.0,5500.0,0132,29440,42592,200.0,150.0
2669,2022-06-05T00:00:00.000Z,THA433,VTBS,WIII,HS-TKN,,,,,,,51800.0,215045.0,215449.0,0115,51800.0,32.0,22.0,16.0,62.0,126.0,108.0,,0131,0431,0300,0446,28200.0,23800.0,0331,42255,37227,670.0,508.0
2668,2022-06-05T00:00:00.000Z,THA434,WIII,VTBS,HS-TKN,,,,,,,28200.0,208800.0,208620.0,0543,28100.0,27.0,,,,,,,0559,0853,0254,0858,7200.0,20600.0,0315,37227,42255,508.0,387.0
2693,2022-06-05T00:00:00.000Z,THA679,ZGGG,VTBS,HS-TKP,,,,,,,25000.0,187000.0,186700.0,1338,24800.0,24.0,,,,,,,1354,1616,0222,1629,9000.0,15900.0,0251,39856,43487,1306.0,1306.0
2666,2022-06-05T00:00:00.000Z,THA432,WADD,VTBS,HS-THE,,,,,,,26800.0,167700.0,168200.0,0851,27000.0,29.8,,,,,,,0901,1241,0340,1249,7200.0,19850.0,0358,33868,44264,37.0,
2667,2022-06-05T00:00:00.000Z,THA431,VTBS,WADD,HS-THE,,,,,,,48500.0,169000.0,167900.0,0249,48600.0,31.0,,,,,,,0303,0642,0339,0648,27100.0,21450.0,0359,44264,33868,50.0,37.0
2700,2022-06-05T00:00:00.000Z,THA961,ESSA,VTBS,HS-THK,,,,,,,76000.0,,182853.0,1214,76100.0,29.4,,,,,,,1229,2319,1050,2325,7300.0,68350.0,1111,44345,30950,59.0,23.0
2695,2022-06-05T00:00:00.000Z,THA409,VTBS,WSSS,HS-THL,,,,,,,16100.0,172000.0,171185.0,0917,16100.0,30.9,31.0,147.0,111.0,,,3.0,0931,1120,0149,1127,5700.0,10350.0,0210,44291,38900,41.0,34.0
2709,2022-06-05T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKN,,,,,,,46500.0,,233400.0,1659,46200.0,,,,,,,,1714,2202,0448,2214,6700.0,39400.0,0515,43321,37131,714.0,475.0
2720,2022-06-05T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWB,,,,,,,71700.0,,160200.0,1711,71700.0,21.8,,,,,,,1727,0501,1134,0517,6800.0,64600.0,1206,44796,26453,680.0,520.0
2719,2022-06-05T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQA,,,,,,,19400.0,140700.0,140644.0,1940,19300.0,21.0,0.0,80.0,50.0,,,1.0,1955,2250,0255,2259,4400.0,14900.0,0319,32100,43256,439.0,348.0
2718,2022-06-05T00:00:00.000Z,THA927,EDDF,VTSP,HS-TKW,,,,,,,96200.0,221900.0,220801.0,1905,96100.0,27.0,18.0,14.0,62.0,114.0,97.0,3.0,1922,0614,1052,0618,6500.0,89100.0,1113,33825,43491,1000.0,520.0
2717,2022-06-05T00:00:00.000Z,THA960,VTBS,ESSA,HS-THL,,,,,,,75400.0,166800.0,166700.0,1813,75300.0,31.5,20.0,82.0,79.0,,,4.0,1828,0553,1125,0603,8800.0,66250.0,1150,44401,29445,61.0,33.0
2716,2022-06-05T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKZ,,,,,,,98300.0,,216049.0,1824,98200.0,30.0,,,,,,,1838,0538,1100,0551,8800.0,89400.0,1127,44412,40523,750.0,
2715,2022-06-05T00:00:00.000Z,THA924,VTBS,EDDM,HS-THE,,,,,,,70900.0,171600.0,171268.0,1750,70900.0,25.9,,,,,,,1803,0444,1041,0452,7700.0,63300.0,1102,44619,24857,50.0,26.0
2714,2022-06-05T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTA,,,,,,,107600.0,222300.0,222300.0,1801,107500.0,28.0,5.0,38.0,137.0,56.0,44.0,1.0,1814,0601,1147,0611,11000.0,97400.0,1210,45504,34100,1000.0,458.0
2713,2022-06-05T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKY,,,,,,,102900.0,227900.0,228097.0,1659,102900.0,26.0,23.0,17.0,52.0,105.0,90.0,2.0,1712,0411,1059,0420,9400.0,94300.0,1121,44794,33624,905.0,484.0
2696,2022-06-05T00:00:00.000Z,THA410,WSSS,VTBS,HS-THL,,,,,,,17000.0,181500.0,182100.0,1240,17000.0,28.0,31.0,155.0,130.0,,,,1257,1455,0158,1504,5500.0,11400.0,0224,38900,44291,34.0,
2712,2022-06-05T00:00:00.000Z,THA644,VTBS,RJGG,HS-THG,,,,,,,37700.0,165223.0,165100.0,1718,37500.0,29.9,12.0,52.0,57.0,,,,1732,2311,0539,2317,7000.0,30250.0,0559,36738,44295,40.0,30.0
2711,2022-06-05T00:00:00.000Z,THA339,VTBS,VGHS,HS-TJW,,,,,,,35900.0,,163980.0,1650,35800.0,31.0,9.0,49.0,42.0,30.0,29.0,2.0,1702,1906,0204,1914,22400.0,13300.0,0224,44161,26108,659.0,550.0
2710,2022-06-05T00:00:00.000Z,THA340,VGHS,VTBS,HS-TJW,,,,,,,22200.0,,164832.0,2030,22200.0,31.0,7.0,14.0,23.0,35.0,21.0,0.0,2041,2246,0205,2300,9400.0,12800.0,0230,26108,44161,550.0,450.0
2708,2022-06-05T00:00:00.000Z,THA622,VTBS,RJBB,HS-TTB,,,,,,,41000.0,193300.0,193200.0,1648,41000.0,,1.0,17.0,61.0,20.0,5.0,,1658,2209,0511,2214,7300.0,34000.0,0526,39842,42261,800.0,500.0
2707,2022-06-05T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQA,,,,,,,20400.0,152800.0,152549.0,1505,20400.0,18.1,6.0,117.0,68.0,,,2.0,1517,1800,0243,1808,6800.0,13600.0,0303,,,469.0,439.0
2706,2022-06-05T00:00:00.000Z,THA931,LFPG,VTBS,HS-TWA,,,,,,,68300.0,166200.0,165998.0,1236,68000.0,27.3,28.0,136.0,113.0,,,1.0,1247,2349,1102,2357,6500.0,61500.0,1121,37221,44174,794.0,393.0
2705,2022-06-05T00:00:00.000Z,THA326,VOBL,VTBS,HS-THC,,,,,,,23900.0,165300.0,163857.0,1929,23900.0,30.5,,,,,,,1948,2314,0326,2324,5400.0,18250.0,0355,35306,44188,50.0,
2704,2022-06-05T00:00:00.000Z,THA341,VTBS,OPKC,HS-THF,,,,,,,57600.0,159700.0,159577.0,1229,57600.0,28.8,,,,,,,1243,1701,0418,1709,32100.0,25250.0,0440,33563,42582,57.0,45.0
2703,2022-06-05T00:00:00.000Z,THA342,OPKC,VTBS,HS-THF,,,,,,,31900.0,169000.0,169500.0,1832,31800.0,28.5,8.0,103.0,59.0,,,2.0,1844,2325,0441,2331,6500.0,25250.0,0459,44230,33563,46.0,30.0
2702,2022-06-05T00:00:00.000Z,THA925,EDDM,VTBS,HS-THD,,,,,,,69800.0,,182400.0,1255,69700.0,27.7,,,,,,,1319,2334,1015,2342,6500.0,62800.0,1047,43403,33579,70.0,
2701,2022-06-05T00:00:00.000Z,THA346,OPLA,VTBS,HS-THB,,,,,,,31400.0,180000.0,179190.0,1847,31300.0,28.4,,,,,,,1903,2311,0408,2320,7500.0,23850.0,0433,40509,37216,51.0,40.0
2699,2022-06-05T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQD,,,,,,,60200.0,153927.0,152957.0,1159,60000.0,24.4,21.0,134.0,84.0,,,21.0,1210,2235,1025,2243,6500.0,53600.0,1044,43409,34099,813.0,488.0
2698,2022-06-05T00:00:00.000Z,THA317,VTBS,VABB,HS-TKM,,,,,,,39100.0,217743.0,217465.0,1158,39100.0,29.0,20.0,16.0,49.0,117.0,99.0,2.0,1212,1546,0334,1552,11600.0,27200.0,0354,43956,39143,652.0,484.0
2697,2022-06-05T00:00:00.000Z,THA318,VABB,VTBS,HS-TKM,,,,,,,36000.0,,210883.0,1806,35700.0,29.0,17.0,14.0,45.0,113.0,91.0,1.0,1827,2214,0347,2224,7200.0,27900.0,0418,44297,39143,475.0,316.0
2637,2022-06-04T00:00:00.000Z,THA625,RPLL,VTBS,HS-TKL,,,,,,,27800.0,216261.0,215064.0,1231,27500.0,31.0,12.0,0.0,59.0,120.0,100.0,1.0,1249,1524,0235,1532,7900.0,19300.0,0301,36057,45126,438.0,378.0
2633,2022-06-04T00:00:00.000Z,THA466,YMML,VTBS,HS-THC,,,,,,,55700.0,166800.0,165456.0,2357,55700.0,29.6,31.0,93.0,83.0,,,1.0,0020,0914,0854,0922,6500.0,48800.0,0925,44355,26770,60.0,27.0
2634,2022-06-04T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWA,,,,,,,16100.0,152152.0,151155.0,0210,16100.0,21.6,30.0,96.0,61.0,,,1.0,0228,0407,0139,0414,7400.0,8800.0,0204,44168,26774,680.0,
2635,2022-06-04T00:00:00.000Z,THA918,VTBS,EGLL,HS-TQF,,,,,,,83929.0,157500.0,155462.0,0555,71400.0,20.9,,,,,,,0610,1817,1207,1823,6100.0,65200.0,1228,26768,44165,700.0,330.0
2636,2022-06-04T00:00:00.000Z,THA624,VTBS,RPLL,HS-TKL,,,,,,,32900.0,209700.0,209377.0,0730,32800.0,27.0,9.0,3.0,46.0,89.0,67.0,2.0,0747,1054,0307,1100,10600.0,22100.0,0330,45126,36057,634.0,484.0
2641,2022-06-04T00:00:00.000Z,THA556,VTBS,VVTS,HS-THH,,,,,,,18700.0,,145388.0,1103,18600.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,1117,1233,0116,1242,11500.0,7100.0,0139,44305,33153,100.0,100.0
2638,2022-06-04T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTB,,,,,,,92200.0,205700.0,204924.0,1154,92400.0,32.0,2.0,39.0,130.0,51.0,45.0,1.0,1218,2322,1104,2329,9700.0,8300.0,1135,32108,44172,1130.0,519.0
2639,2022-06-04T00:00:00.000Z,THA477,VTBS,VTSP,HS-TKY,,,,,,,50100.0,208500.0,207573.0,0935,50000.0,24.0,18.0,12.0,24.0,46.0,46.0,1.0,0950,1047,0057,1050,41400.0,8500.0,0115,29442,38388,484.0,450.0
2640,2022-06-04T00:00:00.000Z,THA557,VVTS,VTBS,HS-THH,,,,,,,11200.0,,157685.0,1357,11300.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1411,1514,0103,1521,4900.0,6300.0,0124,33153,44305,100.0,100.0
2631,2022-06-04T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKV,,,,,,,80700.0,220400.0,219200.0,0016,80700.0,31.0,24.0,17.0,63.0,117.0,110.0,1.0,0050,0948,0858,0955,8900.0,71700.0,0939,43951,36052,1170.0,684.0
2632,2022-06-04T00:00:00.000Z,THA927,VTSP,VTBS,HS-TKZ,,,,,,,16300.0,201600.0,200144.0,0708,16200.0,22.0,,,,,,,0719,0829,0110,0836,7800.0,8200.0,0128,36048,44400,590.0,500.0
2643,2022-06-04T00:00:00.000Z,THA317,VTBS,VABB,HS-THL,,,,,,,31700.0,189500.0,187633.0,1207,31600.0,26.8,25.0,143.0,114.0,,,3.0,1222,1554,0332,1602,10100.0,21350.0,0355,36739,42265,63.0,52.0
2630,2022-06-04T00:00:00.000Z,THA432,WADD,VTBS,HS-THD,,,,,,,26000.0,164700.0,164890.0,0849,26000.0,31.5,,,,,,,0909,1249,0340,1256,6100.0,19650.0,0407,26769,44356,24.0,11.0
2629,2022-06-04T00:00:00.000Z,THA431,VTBS,WADD,HS-THD,,,,,,,48500.0,169621.0,169202.0,0236,48500.0,31.9,,,,,,,0249,0631,0342,0636,26600.0,21900.0,0400,44356,26769,40.0,24.0
2628,2022-06-04T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKK,,,,,,,44400.0,216500.0,215403.0,0120,44300.0,25.0,20.0,16.0,58.0,119.0,95.0,1.0,0132,0620,0448,0627,8000.0,36000.0,0507,36152,41935,829.0,608.0
2627,2022-06-04T00:00:00.000Z,THA623,RJBB,VTBS,HS-TTA,,,,,,,42700.0,206600.0,206594.0,0244,42700.0,29.0,2.0,13.0,53.0,29.0,16.0,0.0,0300,0806,0506,0812,7700.0,34800.0,0528,28380,45596,413.0,290.0
2626,2022-06-04T00:00:00.000Z,THA465,VTBS,YMML,HS-THB,,,,,,,56700.0,174273.0,174141.0,0137,65700.0,31.7,,,,,,,0149,0949,0800,0956,9300.0,47300.0,0819,43937,37234,50.0,12.0
2625,2022-06-04T00:00:00.000Z,THA303,VTBS,VYYY,HS-THM,,,,,,,16700.0,149080.0,149080.0,0045,16600.0,27.3,,,,,,,0059,0157,0058,0202,11100.0,5500.0,0117,38345,44225,40.0,40.0
2624,2022-06-04T00:00:00.000Z,THA304,VYYY,VTBS,HS-THM,,,,,,,10800.0,148700.0,,0251,10900.0,,,,,,,,0305,0410,0105,0420,5100.0,5800.0,0129,44225,38345,40.0,40.0
2623,2022-06-04T00:00:00.000Z,THA641,RJAA,VTBS,HS-THH,,,,,,,34800.0,157073.0,157073.0,0146,34700.0,26.9,,,,,,,0205,0750,0545,0801,5600.0,28850.0,0615,44616,30952,80.0,80.0
2622,2022-06-04T00:00:00.000Z,THA404,WSSS,VTBS,HS-THF,,,,,,,17300.0,185500.0,185899.0,0433,17100.0,27.9,32.0,154.0,126.0,,,2.0,0447,0639,0152,0647,5500.0,11650.0,0214,26461,44342,91.0,82.0
2621,2022-06-04T00:00:00.000Z,THA403,VTBS,WSSS,HS-THF,,,,,,,15900.0,167679.0,167600.0,0100,15900.0,29.2,26.0,97.0,61.0,,,1.0,0115,0304,0149,0313,5500.0,10500.0,0213,44342,26461,100.0,91.0
2620,2022-06-04T00:00:00.000Z,THA416,WMKK,VTBS,HS-TWA,,,,,,,15000.0,170424.0,164774.0,0548,14800.0,26.3,25.0,142.0,120.0,,,2.0,0558,0741,0143,0752,5600.0,9300.0,0204,26774,44168,680.0,
2642,2022-06-04T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQC,,,,,,,60800.0,155268.0,154361.0,1147,60600.0,18.2,20.0,128.0,86.0,0.0,0.0,1.0,1208,2233,1025,2240,6100.0,54700.0,1053,39149,42775,700.0,317.0
2657,2022-06-04T00:00:00.000Z,THA622,VTBS,RJBB,HS-TTA,,,,,,,42300.0,198600.0,198900.0,1650,42100.0,29.0,,,,,,,1705,2222,0517,2226,7000.0,35100.0,0536,36053,43949,500.0,
2644,2022-06-04T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKN,,,,,,,38450.0,203700.0,202900.0,1059,38400.0,25.0,15.0,6.0,26.0,59.0,39.0,1.0,1112,1443,0331,1453,13000.0,25300.0,0354,37120,41926,608.0,511.0
2656,2022-06-04T00:00:00.000Z,THA924,VTBS,EDDM,HS-THD,,,,,,,73000.0,176900.0,176551.0,1754,73000.0,27.6,,,,,,,1808,0459,1051,0505,6700.0,66150.0,1111,44808,36737,59.0,26.0
2674,2022-06-04T00:00:00.000Z,THA919,EGLL,VTSP,HS-TQF,,,,,,,59600.0,,135165.0,2040,59800.0,25.4,22.0,54.0,52.0,,,2.0,2056,0834,1138,0840,6200.0,53600.0,1200,29438,43948,680.0,360.0
2665,2022-06-04T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKV,,,,,,,98400.0,211800.0,211865.0,1822,98400.0,25.0,15.0,4.0,47.0,88.0,62.0,2.0,1838,0542,1104,0554,8300.0,90400.0,1132,40190,41931,794.0,387.0
2664,2022-06-04T00:00:00.000Z,THA960,VTBS,ESSA,HS-THK,,,,,,,79200.0,168000.0,167756.0,1804,79300.0,33.0,,,,,,,1817,0549,1132,0554,10800.0,68150.0,1150,44340,30951,60.0,28.0
2663,2022-06-04T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTC,,,,,,,110700.0,,228045.0,1805,110500.0,27.0,5.0,40.0,124.0,54.0,45.0,2.0,1822,0627,1205,0633,10100.0,101000.0,1228,44170,26957,930.0,
2661,2022-06-04T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQA,,,,,,,19300.0,146800.0,146222.0,1939,1930.0,23.6,3.0,104.0,63.0,,,2.0,1956,2253,0257,2300,4900.0,14300.0,0321,23416,44166,586.0,526.0
2660,2022-06-04T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQA,,,,,,,20100.0,149700.0,149555.0,1513,20100.0,21.3,6.0,128.0,68.0,,,2.0,1527,1804,0237,1811,7000.0,13200.0,0258,44166,23416,,586.0
2659,2022-06-04T00:00:00.000Z,THA644,VTBS,RJGG,HS-THF,,,,,,,38000.0,168200.0,168533.0,1705,37900.0,29.7,10.0,52.0,43.0,,,,1719,2257,0538,2303,7100.0,30550.0,0558,42258,36735,80.0,71.0
2658,2022-06-04T00:00:00.000Z,THA642,VTBS,RJAA,HS-TKM,,,,,,,46700.0,192200.0,192730.0,1646,46600.0,29.0,,,,,,,1702,2251,0549,2304,6900.0,39500.0,0618,42648,32106,723.0,555.0
2645,2022-06-04T00:00:00.000Z,THA931,LFPG,VTBS,HS-TWB,,,,,,,66700.0,,,1202,66500.0,,,,,,,,1220,2312,1052,2319,6500.0,60500.0,1117,17305,42778,900.0,400.0
2662,2022-06-04T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKK,,,,,,,49100.0,232100.0,231650.0,1629,49000.0,26.0,23.0,16.0,65.0,120.0,103.0,2.0,1644,2140,0456,2147,9200.0,39700.0,0518,44403,28381,835.0,
2655,2022-06-04T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJW,,,,,,,43600.0,,154135.0,1500,43400.0,,,,,,,,1509,2113,0604,2127,8900.0,34600.0,0627,37151,41934,542.0,525.0
2653,2022-06-04T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKW,,,,,,,92900.0,,221832.0,1314,93000.0,30.0,22.0,16.0,66.0,121.0,108.0,1.0,1328,2348,1020,2356,7300.0,85100.0,1042,43960,34103,864.0,
2652,2022-06-04T00:00:00.000Z,THA477,VTSP,YSSY,HS-TKY,,,,,,,68800.0,211400.0,211412.0,1214,68700.0,28.0,21.0,9.0,27.0,68.0,58.0,1.0,1227,2021,0754,2025,9600.0,59400.0,0811,38388,29442,767.0,431.0
