,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
64,HS-TKO,BKK,MAA,2021/12/30,THA338,25700,19000,2:48:00,26000,2021/12/30,7400,23:26:00,2021/12/30,20:14:00,2021/12/30,7000,23:30:00,2021/12/30,25600,20:38:00,400,400,0:04:00,0:24:00,190093,B77W,0,1293,1263,2021/12/30,23:25:00,2021/12/30,20:15:00,1950,115,25585,20135,2:51:00,2021/12/30,5450,23:06:00,2021/12/30,20:00:00,2021/12/30,5450,23:06:00,2021/12/30,20:15:00,600,0,0:00:00,0:15:00,188800,2021/12/30,23:25:00,2021/12/30,20:00:00
66,HS-TJS,SIN,BKK,2021/12/30,THA403,29300,12400,2:01:00,29600,2021/12/30,17300,03:02:00,2021/12/30,00:43:00,2021/12/30,17200,03:08:00,2021/12/30,29400,01:01:00,200,100,0:06:00,0:18:00,159977,B772,0,-2223,902,2021/12/30,03:15:00,2021/12/30,01:10:00,11107,9706,19594,13401,2:02:00,2021/12/30,6193,03:12:00,2021/12/30,01:00:00,2021/12/30,6193,03:12:00,2021/12/30,01:10:00,400,0,0:00:00,0:10:00,162200,2021/12/30,03:15:00,2021/12/30,01:00:00
67,HS-TJS,BKK,SIN,2021/12/30,THA404,17105,10800,1:51:00,17000,2021/12/30,6400,06:10:00,2021/12/30,04:04:00,2021/12/30,6200,06:13:00,2021/12/30,16800,04:19:00,200,200,0:03:00,0:15:00,157426,B772,0,226,805,2021/12/30,06:45:00,2021/12/30,04:40:00,1421,23,17082,12103,1:52:00,2021/12/30,4979,06:32:00,2021/12/30,04:25:00,2021/12/30,4979,06:32:00,2021/12/30,04:40:00,405,0,0:00:00,0:15:00,157200,2021/12/30,06:45:00,2021/12/30,04:25:00
68,HS-TKW,BKK,SYD,2021/12/30,THA476,72000,65800,8:40:00,72000,2021/12/30,6500,12:41:00,2021/12/30,03:45:00,2021/12/30,6200,12:46:00,2021/12/30,71600,04:01:00,400,300,0:05:00,0:16:00,208793,B77W,0,-454,4216,2021/12/30,13:15:00,2021/12/30,04:06:00,-24,-90,72090,65566,8:50:00,2021/12/30,6524,12:56:00,2021/12/30,03:50:00,2021/12/30,6524,12:56:00,2021/12/30,04:06:00,600,0,0:00:00,0:16:00,209247,2021/12/30,13:15:00,2021/12/30,03:50:00
69,HS-TKV,HKT,BKK,2021/12/30,THA477,56000,10300,1:12:00,56100,2021/12/30,46100,10:16:00,2021/12/30,08:47:00,2021/12/30,45800,10:19:00,2021/12/30,55600,09:04:00,500,300,0:03:00,0:17:00,204779,B77W,0,-3921,515,2021/12/30,10:20:00,2021/12/30,09:00:00,5510,4040,51960,11370,1:16:00,2021/12/30,40590,10:16:00,2021/12/30,08:50:00,2021/12/30,40590,10:16:00,2021/12/30,09:00:00,600,0,0:00:00,0:10:00,208700,2021/12/30,10:20:00,2021/12/30,08:50:00
70,HS-TKV,HKT,SYD,2021/12/30,THA478,69600,61700,8:39:00,69900,2021/12/31,8600,07:11:00,2021/12/30,22:14:00,2021/12/31,8200,07:15:00,2021/12/30,69300,22:32:00,600,400,0:04:00,0:18:00,192355,B77W,500,-645,4112,2021/12/31,07:40:00,2021/12/30,22:46:00,1377,-26,69626,62403,8:42:00,2021/12/31,7223,07:28:00,2021/12/30,22:30:00,2021/12/31,7223,07:28:00,2021/12/30,22:46:00,600,0,0:00:00,0:16:00,193000,2021/12/31,07:40:00,2021/12/30,22:30:00
72,HS-TKM,SGN,BKK,2021/12/30,THA556,23900,8400,1:10:00,23800,2021/12/30,15700,10:31:00,2021/12/30,09:02:00,2021/12/30,15400,10:40:00,2021/12/30,23400,09:21:00,400,300,0:09:00,0:19:00,180115,B77W,0,-2331,442,2021/12/30,10:45:00,2021/12/30,09:25:00,402,-54,23954,8656,1:06:00,2021/12/30,15298,10:31:00,2021/12/30,09:15:00,2021/12/30,15298,10:31:00,2021/12/30,09:25:00,600,0,0:00:00,0:10:00,182446,2021/12/30,10:45:00,2021/12/30,09:15:00
73,HS-TKM,BKK,SGN,2021/12/30,THA557,15200,8600,1:08:00,15300,2021/12/30,7100,13:12:00,2021/12/30,11:43:00,2021/12/30,6700,13:17:00,2021/12/30,14700,12:04:00,600,400,0:05:00,0:21:00,190998,B77W,0,-2948,444,2021/12/30,13:10:00,2021/12/30,12:01:00,773,202,14998,8671,1:06:00,2021/12/30,6327,13:07:00,2021/12/30,11:45:00,2021/12/30,6327,13:07:00,2021/12/30,12:01:00,600,0,0:00:00,0:16:00,193946,2021/12/30,13:10:00,2021/12/30,11:45:00
74,HS-THD,HKG,BKK,2021/12/30,THA600,18300,12010,2:01:00,18230,2021/12/30,6290,03:18:00,2021/12/30,01:02:00,2021/12/30,6220,03:23:00,2021/12/30,17690,01:17:00,540,70,0:05:00,0:15:00,175654,A359,0,4954,928,2021/12/30,03:45:00,2021/12/30,01:10:00,591,316,17914,12215,2:04:00,2021/12/30,5699,03:14:00,2021/12/30,01:00:00,2021/12/30,5699,03:14:00,2021/12/30,01:10:00,400,0,0:00:00,0:10:00,170700,2021/12/30,03:45:00,2021/12/30,01:00:00
76,HS-THD,BKK,HKG,2021/12/30,THA601,17225,13040,2:29:00,17360,2021/12/30,4420,07:16:00,2021/12/30,04:28:00,2021/12/30,4320,07:21:00,2021/12/30,16880,04:47:00,480,100,0:05:00,0:19:00,144561,A359,0,-639,1138,2021/12/30,07:25:00,2021/12/30,05:02:00,452,-3,17228,13260,2:30:00,2021/12/30,3968,07:32:00,2021/12/30,04:45:00,2021/12/30,3968,07:32:00,2021/12/30,05:02:00,425,0,0:00:00,0:17:00,145200,2021/12/30,07:25:00,2021/12/30,04:45:00
77,HS-TKQ,KMG,BKK,2021/12/30,THA612,36900,12900,1:39:00,36800,2021/12/30,24700,17:55:00,2021/12/30,15:58:00,2021/12/30,23900,18:06:00,2021/12/30,36400,16:16:00,400,800,0:11:00,0:18:00,182851,B77W,0,-11849,768,2021/12/30,18:10:00,2021/12/30,16:10:00,942,-543,37443,13685,1:45:00,2021/12/30,23758,17:55:00,2021/12/30,16:00:00,2021/12/30,23758,17:55:00,2021/12/30,16:10:00,600,0,0:00:00,0:10:00,194700,2021/12/30,18:10:00,2021/12/30,16:00:00
78,HS-TKQ,BKK,KMG,2021/12/30,THA613,23493,14900,1:58:00,23200,2021/12/31,8600,01:17:00,2021/12/30,22:55:01,2021/12/31,8300,01:22:00,2021/12/30,22600,23:19:00,600,300,0:05:00,0:23:59,215590,B77W,0,-2410,899,2021/12/30,22:15:00,2021/12/30,20:21:00,1837,35,23458,16695,2:04:00,2021/12/30,6763,22:25:00,2021/12/30,20:00:00,2021/12/30,6763,22:25:00,2021/12/30,20:21:00,693,0,0:00:00,0:21:00,218000,2021/12/30,22:15:00,2021/12/30,20:00:00
80,HS-TKK,MNL,BKK,2021/12/30,THA624,29600,21100,3:11:00,29600,2021/12/30,8700,11:01:00,2021/12/30,07:27:01,2021/12/30,8500,11:12:00,2021/12/30,28800,07:50:00,800,200,0:11:00,0:22:59,188157,B77W,3357,-3409,1250,2021/12/30,10:05:00,2021/12/30,07:05:00,-1367,-201,29801,19734,2:46:00,2021/12/30,10067,09:51:00,2021/12/30,06:55:00,2021/12/30,10067,09:51:00,2021/12/30,07:05:00,600,0,0:00:00,0:10:00,191566,2021/12/30,10:05:00,2021/12/30,06:55:00
81,HS-TQC,BKK,KIX,2021/12/30,THA623,32500,27515,0:00:00,32500,1000/01/01,Invalid,00:00:00,2021/12/30,01:51:00,2021/12/30,5100,08:03:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,8958632:03:00,Invalid,139991,B788,0,22,2818,2021/12/30,08:45:00,2021/12/30,02:15:00,-3917,-9,32509,28592,5:54:00,2021/12/30,3917,08:09:00,2021/12/30,02:00:00,2021/12/30,3917,08:09:00,2021/12/30,02:15:00,315,0,0:00:00,0:15:00,139969,2021/12/30,08:45:00,2021/12/30,02:00:00
82,HS-TQC,KIX,BKK,2021/12/30,THA622,25400,Invalid,0:00:00,25400,0001/01/01,Invalid,00:00:00,2021/12/30,16:59:00,2021/12/30,Invalid,22:20:00,0001/01/01,Invalid,00:00:00,Invalid,Invalid,17715694:20:00,Invalid,126223,B788,0,6583,2179,2021/12/30,22:20:00,2021/12/30,17:30:00,-4104,739,24661,20557,4:45:00,2021/12/30,4104,22:15:00,2021/12/30,17:20:00,2021/12/30,4104,22:15:00,2021/12/30,17:30:00,300,0,0:00:00,0:10:00,119640,2021/12/30,22:20:00,2021/12/30,17:20:00
83,HS-TKK,BKK,MNL,2021/12/30,THA625,26600,19000,2:44:00,26600,2021/12/30,7900,15:12:00,2021/12/30,12:05:00,2021/12/30,7600,15:17:00,2021/12/30,25800,12:28:00,800,300,0:05:00,0:23:00,189992,B77W,0,-10074,1284,2021/12/30,14:25:00,2021/12/30,11:26:00,2269,-13,26613,20982,2:51:00,2021/12/30,5631,14:17:00,2021/12/30,11:10:00,2021/12/30,5631,14:17:00,2021/12/30,11:26:00,600,0,0:00:00,0:16:00,200066,2021/12/30,14:25:00,2021/12/30,11:10:00
84,HS-TKO,HKG,BKK,2021/12/30,THA638,24100,15900,0:00:00,24100,0001/01/01,8700,00:00:00,2021/12/30,07:00:00,2021/12/30,8200,09:45:00,0001/01/01,23500,00:00:00,600,500,17715681:45:00,Invalid,211370,B77W,0,-1646,928,2021/12/30,09:45:00,2021/12/30,07:10:00,822,-77,24177,16299,2:07:00,2021/12/30,7878,09:17:00,2021/12/30,07:00:00,2021/12/30,7878,09:17:00,2021/12/30,07:10:00,600,0,0:00:00,0:10:00,213016,2021/12/30,09:45:00,2021/12/30,07:00:00
85,HS-TKO,BKK,HKG,2021/12/30,THA639,23000,16500,0:00:00,22900,0001/01/01,6800,00:00:00,2021/12/30,10:55:00,2021/12/30,6400,13:40:00,0001/01/01,22500,00:00:00,400,400,17715685:40:00,Invalid,187419,B77W,0,1903,1143,2021/12/30,13:40:00,2021/12/30,11:12:00,1405,62,22838,17443,2:33:00,2021/12/30,5395,13:45:00,2021/12/30,10:55:00,2021/12/30,5395,13:45:00,2021/12/30,11:12:00,600,0,0:00:00,0:17:00,185516,2021/12/30,13:40:00,2021/12/30,10:55:00
86,HS-TJS,NRT,BKK,2021/12/30,THA642,38400,30800,5:06:00,38400,2021/12/30,7600,22:03:00,2021/12/30,16:43:00,2021/12/30,7600,22:06:00,2021/12/30,38000,16:57:00,400,Invalid,0:03:00,0:14:00,164623,B772,0,-877,2410,2021/12/30,22:40:00,2021/12/30,17:05:00,2443,-214,38614,33457,5:13:00,2021/12/30,5157,22:18:00,2021/12/30,16:55:00,2021/12/30,5157,22:18:00,2021/12/30,17:05:00,400,0,0:00:00,0:10:00,165500,2021/12/30,22:40:00,2021/12/30,16:55:00
87,HS-TJV,BKK,NRT,2021/12/30,THA643,51405,43900,6:54:00,51400,2021/12/30,7700,09:47:00,2021/12/30,02:35:00,2021/12/30,7500,09:50:00,2021/12/30,50800,02:53:00,600,200,0:03:00,0:18:00,166679,B772,0,-421,3314,2021/12/30,10:05:00,2021/12/30,03:00:00,1699,26,51374,45373,7:02:00,2021/12/30,6001,10:02:00,2021/12/30,02:45:00,2021/12/30,6001,10:02:00,2021/12/30,03:00:00,405,0,0:00:00,0:15:00,167100,2021/12/30,10:05:00,2021/12/30,02:45:00
88,HS-TQF,NGO,BKK,2021/12/30,THA644,28100,20600,4:47:00,28100,2021/12/30,Invalid,21:58:00,2021/12/30,16:51:00,2021/12/30,7300,22:04:00,2021/12/30,Invalid,17:11:00,Invalid,Invalid,0:06:00,0:20:00,131151,B788,0,-22714,2227,2021/12/30,22:30:00,2021/12/30,17:15:00,-6783,-2482,30582,23799,4:46:00,2021/12/30,6783,22:01:00,2021/12/30,17:05:00,2021/12/30,6783,22:01:00,2021/12/30,17:15:00,300,0,0:00:00,0:10:00,153865,2021/12/30,22:30:00,2021/12/30,17:05:00
90,HS-THL,BKK,NGO,2021/12/30,THA645,34600,29860,6:08:00,34560,2021/12/30,4850,08:02:00,2021/12/30,01:38:00,2021/12/30,4700,08:08:00,2021/12/30,34060,01:54:00,500,150,0:06:00,0:16:00,147894,A359,0,-606,2868,2021/12/30,08:40:00,2021/12/30,02:13:00,444,-78,34678,30272,6:05:00,2021/12/30,4406,08:18:00,2021/12/30,02:00:00,2021/12/30,4406,08:18:00,2021/12/30,02:13:00,400,0,0:00:00,0:13:00,148500,2021/12/30,08:40:00,2021/12/30,02:00:00
91,HS-THD,ICN,BKK,2021/12/30,THA656,29300,24210,4:34:00,29740,2021/12/30,5750,21:21:00,2021/12/30,16:31:00,2021/12/30,5530,21:30:00,2021/12/30,29430,16:47:00,310,220,0:09:00,0:16:00,162032,A359,0,-268,2180,2021/12/30,21:55:00,2021/12/30,16:40:00,1495,49,29251,24996,4:38:00,2021/12/30,4255,21:18:00,2021/12/30,16:30:00,2021/12/30,4255,21:18:00,2021/12/30,16:40:00,400,0,0:00:00,0:10:00,162300,2021/12/30,21:55:00,2021/12/30,16:30:00
93,HS-TQF,BKK,ICN,2021/12/30,THA657,31100,25700,0:00:00,31100,1000/01/01,Invalid,00:00:00,2021/12/30,01:50:00,2021/12/30,5400,07:40:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,8958631:40:00,Invalid,146175,B788,0,-453,2625,2021/12/30,07:45:00,2021/12/30,02:08:00,-3878,418,30682,26804,5:33:00,2021/12/30,3878,07:41:00,2021/12/30,01:50:00,2021/12/30,3878,07:41:00,2021/12/30,02:08:00,378,0,0:00:00,0:18:00,146628,2021/12/30,07:45:00,2021/12/30,01:50:00
94,HS-THL,CAN,BKK,2021/12/30,THA678,34100,14330,2:20:00,33930,2021/12/30,19960,18:24:00,2021/12/30,15:47:00,2021/12/30,19600,18:42:00,2021/12/30,33550,16:04:00,380,360,0:18:00,0:17:00,167215,A359,0,-1385,1049,2021/12/30,18:55:00,2021/12/30,16:25:00,317,-40,34140,14497,2:23:00,2021/12/30,19643,18:48:00,2021/12/30,16:15:00,2021/12/30,19643,18:48:00,2021/12/30,16:25:00,400,0,0:00:00,0:10:00,168600,2021/12/30,18:55:00,2021/12/30,16:15:00
95,HS-THL,BKK,CAN,2021/12/30,THA679,19325,14370,2:36:00,19190,2021/12/30,4960,23:51:00,2021/12/30,20:53:00,2021/12/30,4820,23:59:00,2021/12/30,18830,21:15:00,360,140,0:08:00,0:22:00,147770,A359,0,770,1253,2021/12/30,23:55:00,2021/12/30,21:04:00,685,-18,19343,15068,2:47:00,2021/12/30,4275,23:51:00,2021/12/30,20:35:00,2021/12/30,4275,23:51:00,2021/12/30,21:04:00,725,0,0:00:00,0:29:00,147000,2021/12/30,23:55:00,2021/12/30,20:35:00
96,HS-TKW,LHR,BKK,2021/12/30,THA910,106200,98400,13:01:00,105900,2021/12/31,7700,06:41:00,2021/12/30,17:23:01,2021/12/31,7500,06:48:00,2021/12/30,105500,17:40:00,400,200,0:07:00,0:16:59,205221,B77W,492,-279,6056,2021/12/31,06:20:00,2021/12/30,17:25:00,-1296,56,106144,97148,12:45:00,2021/12/31,8996,06:10:00,2021/12/30,17:15:00,2021/12/31,8996,06:10:00,2021/12/30,17:25:00,600,0,0:00:00,0:10:00,205500,2021/12/31,06:20:00,2021/12/30,17:15:00
98,HS-TKZ,HKT,LHR,2021/12/30,THA919,90700,81500,11:18:00,90700,2021/12/30,9500,23:39:00,2021/12/30,12:05:00,2021/12/30,9200,23:43:00,2021/12/30,90300,12:21:00,400,300,0:04:00,0:16:00,199595,B77W,500,-887,5326,2021/12/30,23:40:00,2021/12/30,12:08:00,2073,-168,90868,83441,11:20:00,2021/12/30,7427,23:28:00,2021/12/30,11:50:00,2021/12/30,7427,23:28:00,2021/12/30,12:08:00,600,0,0:00:00,0:18:00,200482,2021/12/30,23:40:00,2021/12/30,11:50:00
99,HS-TKY,BKK,FRA,2021/12/30,THA921,92400,83600,10:19:00,92400,2021/12/30,9100,23:28:00,2021/12/30,12:51:00,2021/12/30,8800,23:36:00,2021/12/30,92000,13:09:00,400,300,0:08:00,0:18:00,227254,B77W,0,-746,4934,2021/12/30,23:25:00,2021/12/30,13:03:00,999,-44,92444,84343,10:28:00,2021/12/30,8101,23:31:00,2021/12/30,12:45:00,2021/12/30,8101,23:31:00,2021/12/30,13:03:00,600,0,0:00:00,0:18:00,228000,2021/12/30,23:25:00,2021/12/30,12:45:00
101,HS-TKX,FRA,HKT,2021/12/30,THA926,102000,93200,11:55:00,102000,2021/12/31,9200,04:39:00,2021/12/30,16:34:00,2021/12/31,8800,04:53:00,2021/12/30,101900,16:44:00,100,400,0:14:00,0:10:00,210437,B77W,500,-452,5738,2021/12/31,04:55:00,2021/12/30,16:45:00,1086,-12,102012,93898,12:07:00,2021/12/31,8114,04:52:00,2021/12/30,16:35:00,2021/12/31,8114,04:52:00,2021/12/30,16:45:00,600,0,0:00:00,0:10:00,210889,2021/12/31,04:55:00,2021/12/30,16:35:00
102,HS-TKX,HKT,BKK,2021/12/30,THA926,43000,10000,1:04:00,43000,2021/12/30,33900,15:10:00,2021/12/30,13:44:00,2021/12/30,33000,15:18:00,2021/12/30,42400,14:06:00,600,900,0:08:00,0:22:00,217489,B77W,0,-5011,513,2021/12/30,15:05:00,2021/12/30,13:45:00,7110,5032,37968,11178,1:16:00,2021/12/30,26790,15:01:00,2021/12/30,13:35:00,2021/12/30,26790,15:01:00,2021/12/30,13:45:00,600,0,0:00:00,0:10:00,222500,2021/12/30,15:05:00,2021/12/30,13:35:00
104,HS-TKK,BKK,HKT,2021/12/29,THA927,13700,Invalid,1:06:00,13700,2021/12/30,6900,02:20:00,2021/12/30,01:06:00,2021/12/30,6700,02:25:00,2021/12/30,Invalid,01:14:00,Invalid,200,0:05:00,0:08:00,195543,B77W,0,0,444,2021/12/30,03:00:00,2021/12/30,01:40:00,1343,-582,14282,8725,1:06:00,2021/12/30,5557,02:46:00,2021/12/30,01:30:00,2021/12/30,5557,02:46:00,2021/12/30,01:40:00,600,0,0:00:00,0:10:00,195543,2021/12/30,03:00:00,2021/12/30,01:30:00
106,HS-THE,BKK,BRU,2021/12/30,THA935,64800,Invalid,0:00:00,64800,0001/01/01,5950,00:00:00,2021/12/30,14:30:00,2021/12/31,5780,01:30:00,0001/01/01,Invalid,00:00:00,Invalid,170,17715697:30:00,Invalid,168472,A359,0,-928,5041,2021/12/31,01:30:00,2021/12/30,14:42:00,1279,1,64799,60128,10:33:00,2021/12/31,4671,01:15:00,2021/12/30,14:30:00,2021/12/31,4671,01:15:00,2021/12/30,14:42:00,400,0,0:00:00,0:12:00,169400,2021/12/31,01:30:00,2021/12/30,14:30:00
107,HS-THF,CDG,HKT,2021/12/30,THA938,82100,Invalid,12:32:00,82100,2021/12/31,7940,05:34:00,2021/12/30,16:53:00,2021/12/31,7670,05:44:00,2021/12/30,81580,17:02:00,Invalid,270,0:10:00,0:09:00,171913,A359,0,313,6034,2021/12/31,05:50:00,2021/12/30,17:05:00,1034,50,82050,75144,12:36:00,2021/12/31,6906,05:41:00,2021/12/30,16:55:00,2021/12/31,6906,05:41:00,2021/12/30,17:05:00,400,0,0:00:00,0:10:00,171600,2021/12/31,05:50:00,2021/12/30,16:55:00
108,HS-THF,HKT,BKK,2021/12/30,THA938,41000,7840,1:12:00,40850,2021/12/30,33100,15:33:00,2021/12/30,14:08:00,2021/12/30,33010,15:35:00,2021/12/30,40600,14:21:00,250,90,0:02:00,0:13:00,171588,A359,0,-2412,513,2021/12/30,15:25:00,2021/12/30,14:05:00,2100,1344,39506,8506,1:13:00,2021/12/30,31000,15:18:00,2021/12/30,13:55:00,2021/12/30,31000,15:18:00,2021/12/30,14:05:00,400,0,0:00:00,0:10:00,174000,2021/12/30,15:25:00,2021/12/30,13:55:00
109,HS-THK,BKK,HKT,2021/12/29,THA939,10700,Invalid,0:59:00,10700,2021/12/30,5030,02:07:00,2021/12/30,01:01:00,2021/12/30,4930,02:13:00,2021/12/30,Invalid,01:08:00,Invalid,100,0:06:00,0:07:00,162752,A359,0,0,445,2021/12/30,02:50:00,2021/12/30,01:30:00,784,-384,11084,6838,1:06:00,2021/12/30,4246,02:36:00,2021/12/30,01:20:00,2021/12/30,4246,02:36:00,2021/12/30,01:30:00,400,0,0:00:00,0:10:00,162752,2021/12/30,02:50:00,2021/12/30,01:20:00
111,HS-THK,CPH,HKT,2021/12/30,THA952,81000,Invalid,12:15:00,81000,2021/12/31,8290,05:30:00,2021/12/30,17:08:00,2021/12/31,8270,05:37:00,2021/12/30,80750,17:15:00,Invalid,20,0:07:00,0:07:00,171133,A359,500,333,5848,2021/12/31,05:35:00,2021/12/30,17:20:00,652,522,80478,72840,12:12:00,2021/12/31,7638,05:32:00,2021/12/30,17:10:00,2021/12/31,7638,05:32:00,2021/12/30,17:20:00,400,0,0:00:00,0:10:00,170800,2021/12/31,05:35:00,2021/12/30,17:10:00
113,HS-THN,BKK,ARN,2021/12/30,THA961,64700,58450,10:29:00,64680,2021/12/30,6360,23:20:00,2021/12/30,12:37:00,2021/12/30,6230,23:25:00,2021/12/30,64260,12:51:00,420,130,0:05:00,0:14:00,169276,A359,0,-2624,5085,2021/12/30,22:45:00,2021/12/30,12:45:00,1727,26,64654,60021,10:39:00,2021/12/30,4633,23:24:00,2021/12/30,12:30:00,2021/12/30,4633,23:24:00,2021/12/30,12:45:00,400,0,0:00:00,0:15:00,171900,2021/12/30,22:45:00,2021/12/30,12:30:00
114,HS-THC,BKK,ZRH,2021/12/30,THA971,64000,59060,10:06:00,63940,2021/12/30,5020,22:48:00,2021/12/30,12:18:00,2021/12/30,4880,22:53:00,2021/12/30,63960,12:42:00,Invalid,140,0:05:00,0:24:00,174484,A359,0,189,4891,2021/12/30,23:10:00,2021/12/30,12:30:00,292,212,63728,59000,10:14:00,2021/12/30,4728,22:44:00,2021/12/30,12:15:00,2021/12/30,4728,22:44:00,2021/12/30,12:30:00,400,0,0:00:00,0:15:00,174295,2021/12/30,23:10:00,2021/12/30,12:15:00
116,HS-THM,ZRH,BKK,2021/12/30,THA972,74500,67680,11:48:00,74410,2021/12/31,6850,05:39:00,2021/12/30,17:34:00,2021/12/31,6730,05:46:00,2021/12/30,73950,17:51:00,460,120,0:07:00,0:17:00,166097,A359,500,-210,5681,2021/12/31,05:55:00,2021/12/30,17:45:00,1427,44,74456,69033,11:52:00,2021/12/31,5423,05:37:00,2021/12/30,17:35:00,2021/12/31,5423,05:37:00,2021/12/30,17:45:00,400,0,0:00:00,0:10:00,166307,2021/12/31,05:55:00,2021/12/30,17:35:00
119,HS-TKV,SYD,HKT,2021/12/30,THA477,69200,58800,8:09:00,69800,2021/12/30,11100,20:01:00,2021/12/30,11:42:00,2021/12/30,11000,20:04:00,2021/12/30,69500,11:52:00,300,100,0:03:00,0:10:00,200041,B77W,0,-209,3931,2021/12/30,20:30:00,2021/12/30,12:00:00,2461,18,69182,60543,8:15:00,2021/12/30,8639,20:15:00,2021/12/30,11:50:00,2021/12/30,8639,20:15:00,2021/12/30,12:00:00,600,0,0:00:00,0:10:00,200250,2021/12/30,20:30:00,2021/12/30,11:50:00
120,HS-THK,HKT,BKK,2021/12/30,THA952,40800,7940,1:17:00,40750,2021/12/30,32750,15:44:00,2021/12/30,14:11:00,2021/12/30,32810,15:48:00,2021/12/30,40540,14:27:00,210,Invalid,0:04:00,0:16:00,168892,A359,0,3892,513,2021/12/30,15:40:00,2021/12/30,14:20:00,-5250,-5740,46540,8540,1:13:00,2021/12/30,38000,15:33:00,2021/12/30,14:10:00,2021/12/30,38000,15:33:00,2021/12/30,14:20:00,400,0,0:00:00,0:10:00,165000,2021/12/30,15:40:00,2021/12/30,14:10:00
121,HS-TKP,DEL,BKK,2021/12/29,THA315,39000,26700,3:41:00,39000,2021/12/29,12800,17:03:00,2021/12/29,13:04:00,2021/12/29,12300,17:12:00,2021/12/29,38700,13:22:00,300,500,0:09:00,0:18:00,203138,B77W,1013,-1662,1716,2021/12/29,17:30:00,2021/12/29,13:10:00,1078,-162,39162,27440,3:44:00,2021/12/29,11722,16:54:00,2021/12/29,13:00:00,2021/12/29,11722,16:54:00,2021/12/29,13:10:00,600,0,0:00:00,0:10:00,204800,2021/12/29,17:30:00,2021/12/29,13:00:00
122,HS-TKP,BKK,DEL,2021/12/29,THA316,30800,23400,3:29:00,30700,2021/12/29,7600,22:31:00,2021/12/29,18:38:00,2021/12/29,7300,22:42:00,2021/12/29,30100,19:02:00,600,300,0:11:00,0:24:00,189881,B77W,0,-1819,1635,2021/12/29,22:45:00,2021/12/29,19:12:00,1282,-338,31138,24820,3:35:00,2021/12/29,6318,22:47:00,2021/12/29,18:50:00,2021/12/29,6318,22:47:00,2021/12/29,19:12:00,726,0,0:00:00,0:22:00,191700,2021/12/29,22:45:00,2021/12/29,18:50:00
125,HS-TKN,BOM,BKK,2021/12/29,THA317,39800,28300,4:12:00,39700,2021/12/29,11700,16:24:00,2021/12/29,11:52:00,2021/12/29,11400,16:30:00,2021/12/29,39400,12:12:00,300,300,0:06:00,0:20:00,189073,B77W,952,-2627,1939,2021/12/29,16:30:00,2021/12/29,12:05:00,619,-286,40086,29005,4:11:00,2021/12/29,11081,16:16:00,2021/12/29,11:55:00,2021/12/29,11081,16:16:00,2021/12/29,12:05:00,600,0,0:00:00,0:10:00,191700,2021/12/29,16:30:00,2021/12/29,11:55:00
126,HS-TKN,BKK,BOM,2021/12/29,THA318,31300,24200,3:27:00,31500,2021/12/29,7700,21:29:00,2021/12/29,17:49:00,2021/12/29,7300,21:38:00,2021/12/29,31100,18:02:00,400,400,0:09:00,0:13:00,196277,B77W,0,-5923,1634,2021/12/29,22:05:00,2021/12/29,18:08:00,1274,-284,31784,25358,3:34:00,2021/12/29,6426,21:42:00,2021/12/29,17:50:00,2021/12/29,6426,21:42:00,2021/12/29,18:08:00,600,0,0:00:00,0:18:00,202200,2021/12/29,22:05:00,2021/12/29,17:50:00
127,HS-THD,MAA,BKK,2021/12/29,THA337,25200,Invalid,3:00:00,25030,2021/12/29,8880,18:37:00,2021/12/29,15:17:00,2021/12/29,Invalid,18:42:00,2021/12/29,24260,15:37:00,770,Invalid,0:05:00,0:20:00,156104,A359,0,-96,1353,2021/12/29,19:00:00,2021/12/29,15:35:00,495,33,25167,16782,2:57:00,2021/12/29,8385,18:32:00,2021/12/29,15:25:00,2021/12/29,8385,18:32:00,2021/12/29,15:35:00,400,0,0:00:00,0:10:00,156200,2021/12/29,19:00:00,2021/12/29,15:25:00
