,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,flight_date,flight_number,landing_time,flight_time,onblock_time,onblock_fuel,block_time,pf,pm,pc1,pc2
752,VTBS,ZGGG,HS-THG,2022-05-18T00:00:00.000Z,THA678,1135,0230,1142,18900.0,0255,42256,36739,,
753,VTBS,VABB,HS-THM,2022-05-20T00:00:00.000Z,THA317,1604,0350,1613,8900.0,0417,33638,44277,44357,
754,VTBS,YMML,HS-THL,2022-05-20T00:00:00.000Z,THA465,1025,0820,1031,8800.0,0845,43485,36151,44184,
755,ZSPD,VTBS,HS-THE,2022-05-20T00:00:00.000Z,THA665,1348,0341,1356,6000.0,0401,42265,38893,44214,
756,WSSS,VTBS,HS-THK,2022-05-20T00:00:00.000Z,THA410,1459,0155,1509,5070.0,0231,30947,36727,,
757,VTBS,EDDF,HS-TKM,2022-05-14T00:00:00.000Z,THA920,0437,1118,0444,9600.0,1140,43953,36048,43320,
758,VTSP,VTBS,HS-TKW,2022-05-20T00:00:00.000Z,THA478,1114,0103,1120,6500.0,0120,43117,36748,,
759,RJAA,VTBS,HS-TJV,2022-05-20T00:00:00.000Z,THA641,0756,0608,0808,7800.0,0632,33633,43972,,
760,VTSP,YSSY,HS-TKW,2022-05-19T00:00:00.000Z,THA477,2033,0809,2041,8200.0,0833,44293,36762,43823,
761,VTBS,VOMM,HS-TQC,2022-05-17T00:00:00.000Z,THA337,1811,0245,1817,6800.0,0304,44177,33643,42596,
762,VTBS,RCTP,HS-TKM,2022-05-20T00:00:00.000Z,THA632,0441,0311,0445,10100.0,0326,44794,37220,,
763,RCTP,VTBS,HS-TKM,2022-05-20T00:00:00.000Z,THA633,0952,0316,1001,8100.0,0337,37220,44794,,
764,RJAA,VTBS,HS-THB,2022-05-20T00:00:00.000Z,THA643,0920,0611,0927,6600.0,0633,35309,43479,,
765,VTBS,EDDF,HS-TKK,2022-05-19T00:00:00.000Z,THA920,0429,1122,0435,9700.0,1140,45127,37152,43483,
766,EDDF,VTBS,HS-TKX,2022-05-19T00:00:00.000Z,THA921,2338,1007,2345,7500.0,1035,33571,38388,43415,
767,WSSS,VTBS,HS-THG,2022-05-18T00:00:00.000Z,THA404,0722,0156,0730,5000.0,0217,44230,33153,,
768,VTBS,LFPG,HS-TWA,2022-05-16T00:00:00.000Z,THA930,0504,1154,0523,7900.0,1228,44797,26749,44174,
769,VOMM,VTBS,HS-TQD,2022-05-18T00:00:00.000Z,THA338,2242,0258,2249,6000.0,0319,,,,
770,VTBS,RKSI,HS-TKY,2022-05-19T00:00:00.000Z,THA656,2153,0443,2159,7900.0,0501,41948,26953,,
771,VTBS,EKCH,HS-TKZ,2022-05-19T00:00:00.000Z,THA950,0611,1136,0635,10400.0,1214,30937,45520,42621,
772,RPLL,VTBS,HS-THG,2022-05-20T00:00:00.000Z,THA621,0949,0249,1000,5500.0,0330,33165,35308,,
773,VTBS,RPLL,HS-THG,2022-05-20T00:00:00.000Z,THA620,0446,0250,0454,6900.0,0307,35308,33165,,
774,WSSS,VTBS,HS-THG,2022-05-17T00:00:00.000Z,THA404,0647,0201,0656,4300.0,0227,33165,24857,,
775,VTBS,WSSS,HS-THG,2022-05-17T00:00:00.000Z,THA403,0321,0156,0326,4600.0,0225,24857,33165,,
776,VHHH,VTBS,HS-TTB,2022-05-20T00:00:00.000Z,THA601,0712,0217,0722,8700.0,0238,26457,45502,,
777,VTBS,VHHH,HS-TTB,2022-05-20T00:00:00.000Z,THA600,0327,0216,0338,6300.0,0236,45502,26457,,
778,VTBS,WSSS,HS-THG,2022-05-18T00:00:00.000Z,THA403,0342,0153,0352,5200.0,0214,33153,44230,,
779,VTBS,LSZH,HS-TQE,2022-05-19T00:00:00.000Z,THA970,0606,1126,0612,6400.0,1145,42638,26106,43486,
780,VTBS,WIII,HS-TKP,2022-05-20T00:00:00.000Z,THA433,0415,0256,0432,28100.0,0328,43405,26114,,
781,WIII,VTBS,HS-TKP,2022-05-20T00:00:00.000Z,THA434,0856,0254,0903,8000.0,0322,26114,43405,,
782,EGLL,VTSP,HS-TQC,2022-05-19T00:00:00.000Z,THA919,0817,1116,0823,6200.0,1143,44814,35313,37224,44796
783,VTBS,ESSA,HS-THD,2022-05-17T00:00:00.000Z,THA960,0630,1202,0636,9800.0,1223,44236,38383,44203,
784,ESSA,VTBS,HS-THL,2022-05-15T00:00:00.000Z,THA961,2325,1038,2331,7600.0,1058,44194,36154,44182,
785,RJGG,VTBS,HS-THH,2022-05-20T00:00:00.000Z,THA645,0735,0536,0741,6400.0,0556,27477,42790,,
786,LFPG,VTBS,HS-TWA,2022-05-19T00:00:00.000Z,THA931,2244,1039,2253,7000.0,1107,42318,34099,44165,
787,WSSS,VTBS,HS-THF,2022-05-20T00:00:00.000Z,THA404,0640,0202,0646,5300.0,0226,29445,44231,,
788,EDDM,VTBS,HS-THE,2022-05-19T00:00:00.000Z,THA925,2242,0950,2253,6400.0,1014,37234,43484,43477,
789,EKCH,VTBS,HS-TKY,2022-05-18T00:00:00.000Z,THA951,2356,1024,0001,9200.0,1051,41945,33811,43958,
790,VTBS,EKCH,HS-TKW,2022-05-15T00:00:00.000Z,THA950,0606,1133,0619,6900.0,1201,33811,43958,41945,
791,VHHH,VTBS,HS-TTB,2022-05-19T00:00:00.000Z,THA601,0722,0220,0731,7600.0,0243,33876,44403,,
792,VTBS,VHHH,HS-TTB,2022-05-19T00:00:00.000Z,THA600,0339,0206,0343,8200.0,0225,44403,33876,,
793,VTBS,VABB,HS-TKO,2022-05-15T00:00:00.000Z,THA317,1550,0339,1557,11900.0,0356,,,,
794,YSSY,VTBS,HS-TKV,2022-05-16T00:00:00.000Z,THA476,0926,0903,0934,7800.0,0926,33621,43971,43950,
795,RPLL,VTBS,HS-THK,2022-05-18T00:00:00.000Z,THA621,0934,0242,0944,6100.0,0328,30936,36727,,
796,VTBS,OPIS,HS-THM,2022-05-18T00:00:00.000Z,THA349,1653,0424,1706,30000.0,0447,39862,43931,43943,
797,RPLL,VTBS,HS-TKQ,2022-05-19T00:00:00.000Z,THA625,1505,0243,1516,7400.0,0217,37120,32108,,
798,VTBS,RPLL,HS-TKQ,2022-05-19T00:00:00.000Z,THA624,1050,0302,1058,10300.0,0323,37120,32108,,
799,VTBS,ZGGG,HS-TKN,2022-05-19T00:00:00.000Z,THA678,1110,0224,1128,25400.0,0252,44245,26950,,
800,ZGGG,VTBS,HS-TKN,2022-05-19T00:00:00.000Z,THA679,1700,0219,1712,9300.0,0243,26950,44245,,
801,VOBL,VTBS,HS-THL,2022-05-19T00:00:00.000Z,THA326,2213,0312,2223,6000.0,0337,44183,33877,44282,
802,VOBL,VTBS,HS-THL,2022-05-19T00:00:00.000Z,THA326,2213,0312,2223,6000.0,0337,44183,33877,44282,
803,RJAA,VTBS,HS-THL,2022-05-19T00:00:00.000Z,THA643,0859,0605,0906,5900.0,0624,25384,43940,,
804,VTBS,RJBB,HS-TKQ,2022-05-19T00:00:00.000Z,THA622,2211,0455,2214,7000.0,0511,43320,34102,,
805,YSSY,VTBS,HS-TKZ,2022-05-19T00:00:00.000Z,THA476,0919,0910,0927,9200.0,0933,44156,26948,43951,
806,VIDP,VTBS,HS-TKK,2022-05-16T00:00:00.000Z,THA316,2151,0329,2159,8000.0,0350,44269,33623,45123,
807,VOMM,VTBS,HS-TQD,2022-05-19T00:00:00.000Z,THA338,2301,0255,2310,5400.0,0325,44793,33816,43125,
808,VTBS,EDDF,HS-TKX,2022-05-18T00:00:00.000Z,THA920,0432,1124,0440,1647.0,1153,44297,33814,,
809,VTBS,RJAA,HS-TJV,2022-05-19T00:00:00.000Z,THA640,2104,0539,2108,6700.0,0551,43487,33825,,
810,VTBS,YSSY,HS-TKZ,2022-05-18T00:00:00.000Z,THA475,1023,0822,1030,11900.0,0846,33627,43490,43949,
811,VTSP,VTBS,HS-TKY,2022-05-16T00:00:00.000Z,THA927,0746,0111,0752,7400.0,0127,44622,37220,31841,45135
812,VTBS,VOBL,HS-THL,2022-05-19T00:00:00.000Z,THA325,1734,0304,1740,7100.0,0326,44282,33877,44183,
813,EKCH,VTBS,HS-TKY,2022-05-09T00:00:00.000Z,THA951,2314,1021,2321,8500.0,1055,43503,28380,45596,
814,OPLA,VTBS,HS-THH,2022-05-15T00:00:00.000Z,THA346,2327,0356,2234,5900.0,0318,44214,29449,44238,
815,VTBS,VHHH,HS-THB,2022-05-19T00:00:00.000Z,THA638,0910,0218,0917,4600.0,0233,40509,37215,,
816,VHHH,VTBS,HS-THB,2022-05-19T00:00:00.000Z,THA639,1301,0217,1309,4900.0,0239,37215,40509,,
817,ESSA,VTBS,HS-THD,2022-05-18T00:00:00.000Z,THA961,2324,1040,2329,6000.0,1059,36735,43946,44798,
818,VTBS,RJAA,HS-THL,2022-05-18T00:00:00.000Z,THA642,2245,0531,2258,7800.0,0602,43479,35309,,
819,VGHS,VTBS,HS-TQD,2022-05-19T00:00:00.000Z,THA322,1012,0203,1023,6000.0,0235,26768,43969,,
820,VTBS,VGHS,HS-TQD,2022-05-19T00:00:00.000Z,THA321,0556,0213,0604,17000.0,0233,43969,26768,,
821,YMML,VTBS,HS-THC,2022-05-19T00:00:00.000Z,THA466,0905,0853,0912,6800.0,0921,44616,44243,39833,
822,WMKK,VTBS,HS-TQE,2022-05-19T00:00:00.000Z,THA416,0720,0149,0729,5200.0,0208,42778,33643,,
823,RJBB,VTBS,HS-TKQ,2022-05-15T00:00:00.000Z,THA623,0834,0541,0842,5900.0,0609,38337,44263,,
824,RCTP,VTBS,HS-THD,2022-05-19T00:00:00.000Z,THA633,0945,0310,0953,5700.0,0331,32107,44302,,
825,VTBS,RCTP,HS-THD,2022-05-19T00:00:00.000Z,THA632,0451,0313,0458,7100.0,0335,44302,32107,_____,
826,VTBS,EGLL,HS-TTB,2022-05-07T00:00:00.000Z,THA910,0615,1145,0620,11500.0,1203,37136,43502,43823,
827,VTBS,RJGG,HS-THK,2022-05-18T00:00:00.000Z,THA644,2259,0506,2304,7100.0,0521,42790,27477,,
828,EDDF,VTBS,HS-TKX,2022-05-16T00:00:00.000Z,THA921,0001,1012,0008,6000.0,1046,43320,36048,43953,
829,VOBL,VTBS,HS-THB,2022-05-18T00:00:00.000Z,THA326,2214,0312,2220,5500.0,0333,28368,44274,44209,
830,VTBS,VOBL,HS-THB,2022-05-18T00:00:00.000Z,THA325,1730,0259,1738,8000.0,0325,44274,28368,44209,
831,VTBS,VTSP,HS-TKW,2022-05-19T00:00:00.000Z,THA477,1053,0101,1058,40900.0,0120,36762,43823,44293,
832,RJAA,VTBS,HS-TJV,2022-05-19T00:00:00.000Z,THA641,0759,0614,0806,7000.0,0635,43967,24871,,
833,RKSI,VTBS,HS-TKW,2022-05-19T00:00:00.000Z,THA657,0644,0509,0651,7600.0,0534,26774,43957,,
834,VTSP,VTBS,HS-TKV,2022-05-19T00:00:00.000Z,THA927,0753,0107,0801,7600.0,0126,43315,38337,,
835,VTBS,RKSI,HS-TKO,2022-05-16T00:00:00.000Z,THA656,2122,0435,2128,8600.0,0459,41935,35311,,
836,RKSI,VTBS,HS-TKQ,2022-05-18T00:00:00.000Z,THA657,0643,0459,0649,8300.0,0524,35311,41935,,
837,RKSI,VTBS,HS-TKM,2022-05-19T00:00:00.000Z,THA659,0628,0518,0635,6700.0,0541,36723,43966,,
838,WSSS,VTBS,HS-THG,2022-05-19T00:00:00.000Z,THA404,0641,0209,0650,4300.0,0234,44264,30950,,
839,VTBS,WSSS,HS-THG,2022-05-19T00:00:00.000Z,THA403,0314,0204,0319,4600.0,0224,30950,44264,,
840,VTBS,EGLL,HS-TTC,2022-05-18T00:00:00.000Z,THA910,0624,1210,0635,10600.0,1236,44408,40190,43493,
841,VTBS,YSSY,HS-TKZ,2022-05-16T00:00:00.000Z,THA475,1026,0819,1034,10900.0,0844,43414,40187,41926,
842,VTBS,ZPPP,HS-TJV,2022-05-14T00:00:00.000Z,THA612,0536,0201,0545,18300.0,0217,32106,41926,,
843,ZPPP,VTBS,HS-TJV,2022-05-14T00:00:00.000Z,THA613,1028,0146,1036,6600.0,0244,41926,32106,,
844,VTBS,EDDM,HS-THE,2022-05-18T00:00:00.000Z,THA924,0534,1111,0540,7100.0,1134,26775,38386,44186,
845,VTSP,VTBS,HS-TKW,2022-05-18T00:00:00.000Z,THA478,1135,0120,1142,7300.0,0120,44793,36052,,
846,VTBS,OPKC,HS-TQA,2022-05-17T00:00:00.000Z,THA341,1247,0000,1720,27600.0,0447,43254,37221,42653,
847,VTBS,VIDP,HS-TJW,2022-05-18T00:00:00.000Z,THA331,2056,0346,2112,10000.0,0417,31832,26457,44170,
848,VIDP,VTBS,HS-TJW,2022-05-18T00:00:00.000Z,THA332,0223,0336,0234,5900.0,0406,26457,31832,44170,
849,OPIS,VTBS,HS-THM,2022-05-18T00:00:00.000Z,THA350,2306,0411,2313,7600.0,0433,43943,39862,43931,
850,VTBS,YMML,HS-THC,2022-05-18T00:00:00.000Z,THA465,1048,0812,1057,8600.0,0835,44278,33579,44205,
851,VTBS,RKSI,HS-TKQ,2022-05-17T00:00:00.000Z,THA656,2224,0440,2233,7300.0,0405,43957,26774,,
852,LFPG,VTBS,HS-TWB,2022-05-18T00:00:00.000Z,THA931,2239,1034,2250,7400.0,1104,26749,44174,44797,
853,VTBS,VIDP,HS-TKK,2022-05-18T00:00:00.000Z,THA315,1503,0353,1515,10700.0,0419,33624,44246,44285,
854,VTBS,RJAA,HS-TJV,2022-05-18T00:00:00.000Z,THA640,2104,0539,2108,9400.0,0554,43972,33633,,
855,LSZH,VTBS,HS-TQE,2022-05-18T00:00:00.000Z,THA971,2156,1008,2204,,1033,42593,27478,42775,
856,VTSP,VTBS,HS-TKY,2022-05-14T00:00:00.000Z,THA927,0748,0105,0755,7500.0,0125,42259,26957,42629,26950
857,EDDF,VTSP,HS-TKY,2022-05-13T00:00:00.000Z,THA927,0535,1036,0540,10100.0,1059,26950,42259,26957,42259
858,VTBS,RJGG,HS-THM,2022-05-12T00:00:00.000Z,THA644,2230,0508,2237,7200.0,0526,44350,33874,,
859,VTBS,ZSPD,HS-THE,2022-05-18T00:00:00.000Z,THA664,0753,0353,0803,26500.0,0417,_____,_____,,
860,ZSPD,VTBS,HS-THE,2022-05-18T00:00:00.000Z,THA665,1514,0342,1522,5900.0,0408,44350,27476,39849,
861,WSSS,VTBS,HS-THH,2022-05-18T00:00:00.000Z,THA410,1449,0155,1459,4800.0,0224,29437,44268,,
862,VTSP,YSSY,HS-TKW,2022-05-17T00:00:00.000Z,THA477,2031,0747,2037,10100.0,0811,43951,26948,,
863,VABB,VTBS,HS-TKZ,2022-05-17T00:00:00.000Z,THA318,2215,0338,2223,8490.0,0409,44158,16998,28377,
864,VTBS,EDDF,HS-TKN,2022-04-10T00:00:00.000Z,THA920,0416,1121,0424,9000.0,1142,37789,43310,43417,
865,EDDF,VTBS,HS-TKV,2022-05-17T00:00:00.000Z,THA921,2342,1020,2347,7900.0,1045,43310,36466,45605,
866,VTBS,VHHH,HS-TTC,2022-05-18T00:00:00.000Z,THA600,0338,0211,0346,7700.0,0237,42620,36152,,
867,VHHH,VTBS,HS-TTC,2022-05-18T00:00:00.000Z,THA601,0714,0211,0724,7800.0,0240,36152,42620,,
868,RJAA,VTBS,HS-THF,2022-05-16T00:00:00.000Z,THA643,0921,0618,0929,6600.0,0639,44195,28376,,
869,VTBS,RJAA,HS-THF,2022-05-14T00:00:00.000Z,THA642,2223,0521,2231,5600.0,0541,28376,44195,,
870,VOMM,VTBS,HS-TQA,2022-05-16T00:00:00.000Z,THA338,2300,0303,2308,4900.0,0328,44166,30942,43119,
871,VTBS,VOMM,HS-TQA,2022-05-16T00:00:00.000Z,THA337,1817,0248,1822,6600.0,0312,43119,30942,44166,
872,RJAA,VTBS,HS-THM,2022-05-18T00:00:00.000Z,THA643,0910,0618,0920,6200.0,0639,37223,42779,,
873,YMML,VTBS,HS-THB,2022-05-18T00:00:00.000Z,THA466,0907,0857,0914,5500.0,0917,44310,32112,42584,
874,RCTP,VTBS,HS-TKM,2022-05-18T00:00:00.000Z,THA633,1026,0315,1036,6300.0,0345,36152,44412,,
875,VTBS,EGLL,HS-TTB,2022-05-12T00:00:00.000Z,THA910,0703,1223,0711,9400.0,1250,44170,33822,41937,
876,VTBS,RCTP,HS-TKM,2022-05-18T00:00:00.000Z,THA632,0502,0310,0508,10100.0,0331,44412,36152,,
877,EDDF,VTSP,HS-TKY,2022-05-15T00:00:00.000Z,THA927,0532,1034,0537,9000.0,1057,45135,31841,37220,44622
878,YSSY,VTSP,HS-TKW,2022-05-18T00:00:00.000Z,THA478,0928,0855,0934,6900.0,0922,40187,41926,,
879,VTBS,RPLL,HS-THK,2022-05-18T00:00:00.000Z,THA620,0459,0259,0513,6600.0,0333,36727,30936,,
880,VGHS,VTBS,HS-TQF,2022-05-18T00:00:00.000Z,THA322,1019,0203,1028,6700.0,0233,37226,,,
881,VTBS,VGHS,HS-TQF,2022-05-18T00:00:00.000Z,THA321,0606,0208,0613,17600.0,0232,,37226,,
882,VTBS,WIII,HS-THF,2022-05-18T00:00:00.000Z,THA433,0423,0254,0438,20200.0,0322,38903,28382,,
883,WIII,VTBS,HS-THF,2022-05-18T00:00:00.000Z,THA434,0858,0307,0908,5200.0,0331,28382,38903,,
884,OPLA,VTBS,HS-THL,2022-05-17T00:00:00.000Z,THA346,2315,0406,2321,6900.0,0425,44338,36730,43937,
885,RJGG,VTBS,HS-THH,2022-05-18T00:00:00.000Z,THA645,0740,0541,0747,5600.0,0602,37222,43833,,
886,VIDP,VTBS,HS-TKM,2022-05-17T00:00:00.000Z,THA316,2148,0326,2155,7900.0,0346,44273,36053,43406,
887,VOBL,VTBS,HS-THG,2022-05-17T00:00:00.000Z,THA326,2244,0314,2251,5800.0,0341,44416,37249,44614,
888,VTBS,VIDP,HS-TKM,2022-05-17T00:00:00.000Z,THA315,1519,0348,1537,12100.0,0419,44273,36053,43406,
889,VTBS,ZGGG,HS-TKO,2022-05-17T00:00:00.000Z,THA678,1122,0224,1133,25600.0,0249,44281,29435,,
890,ZGGG,VTBS,HS-TKO,2022-05-17T00:00:00.000Z,THA679,1646,0224,1657,8900.0,0251,44281,29435,,
891,VTBS,ESSA,HS-THE,2022-05-16T00:00:00.000Z,THA960,0630,1202,0638,9600.0,1225,44798,36735,43946,
892,VIDP,VTBS,HS-TKL,2022-05-17T00:00:00.000Z,THA332,0201,0338,0210,6700.0,0408,42247,37119,43476,
893,VTBS,VIDP,HS-TKL,2022-05-17T00:00:00.000Z,THA331,2047,0341,2056,11900.0,0406,43476,37119,42247,
894,RPLL,VTBS,HS-THL,2022-05-16T00:00:00.000Z,THA625,1450,0250,1459,5400.0,0322,33877,44232,,
895,VTBS,RPLL,HS-THL,2022-05-16T00:00:00.000Z,THA624,1042,0320,1048,6600.0,0335,44232,33877,,
896,LFPG,VTBS,HS-TWA,2022-05-17T00:00:00.000Z,THA931,2252,1042,2257,7000.0,1106,39149,44157,42581,
897,RJAA,VTBS,HS-TJW,2022-05-17T00:00:00.000Z,THA641,0827,0625,0833,6800.0,0650,44307,37136,,
898,VTBS,RJBB,HS-TKK,2022-05-17T00:00:00.000Z,THA622,2255,0447,2258,7000.0,0502,26100,44286,,
899,EDDM,VTBS,HS-THK,2022-05-17T00:00:00.000Z,THA925,2237,1008,2243,7400.0,1014,42582,36732,41929,
900,VTBS,RJAA,HS-THM,2022-05-17T00:00:00.000Z,THA642,2317,0526,2330,6900.0,0557,43940,25384,,
901,VGHS,VTBS,HS-THD,2022-05-17T00:00:00.000Z,THA322,1018,0200,1030,7400.0,0224,32107,32109,,
902,VTBS,RJGG,HS-THH,2022-05-17T00:00:00.000Z,THA644,2244,0502,2253,6800.0,0525,40785,37132,,
903,VTBS,VGHS,HS-THD,2022-05-17T00:00:00.000Z,THA321,0602,0207,0610,20200.0,0235,32109,32107,,
904,OPKC,VTBS,HS-TQA,2022-05-17T00:00:00.000Z,THA342,2331,0425,2338,6800.0,0448,37221,42653,43254,
905,VTBS,RJAA,HS-TJW,2022-05-17T00:00:00.000Z,THA640,2104,0533,2110,8600.0,0552,24871,43967,,
906,VTBS,LSZH,HS-TWA,2022-05-06T00:00:00.000Z,THA970,0532,1106,0539,6500.0,1129,39151,_____,43409,
907,RJBB,VTBS,HS-TKM,2022-05-17T00:00:00.000Z,THA623,0816,0537,0826,7500.0,0601,33622,43500,,
908,VTBS,VOBL,HS-THG,2022-05-17T00:00:00.000Z,THA325,1746,0325,1801,5300.0,0350,44614,37249,44416,
909,VTBS,OPLA,HS-THL,2022-05-17T00:00:00.000Z,THA345,1705,0405,1710,29100.0,0427,36730,44338,43937,
910,VTBS,VHHH,HS-TJV,2022-05-17T00:00:00.000Z,THA606,1207,0213,1215,5900.0,0232,41937,36146,,
911,VHHH,VTBS,HS-TJV,2022-05-17T00:00:00.000Z,THA607,1537,0225,1549,6000.0,0251,36146,41937,,
912,VTBS,VABB,HS-TKZ,2022-05-17T00:00:00.000Z,THA317,1559,0345,1606,12500.0,0405,16998,44158,28377,
913,VTBS,RPLL,HS-TKX,2022-05-17T00:00:00.000Z,THA624,1100,0302,1111,9800.0,0327,37217,26957,,
914,VTBS,EDDF,HS-TKV,2022-05-16T00:00:00.000Z,THA920,0412,1121,0420,11100.0,1143,44178,34100,43321,
915,RJBB,VTBS,HS-THC,2022-05-04T00:00:00.000Z,THA623,0844,0549,0850,5300.0,0605,38900,44191,,
916,RCTP,VTBS,HS-THK,2022-04-29T00:00:00.000Z,THA633,1039,0312,1046,7600.0,0339,44191,36154,,
917,VTBS,RCTP,HS-THK,2022-04-29T00:00:00.000Z,THA632,0528,0312,0533,7600.0,0332,44191,36154,,
918,VTBS,VOBL,HS-THJ,2022-05-11T00:00:00.000Z,THA325,1732,0308,1741,6700.0,0332,44191,37215,44347,
919,RJGG,VTBS,HS-TKR,2022-05-16T00:00:00.000Z,THA645,0807,0549,0813,6300.0,0607,37119,44403,,
920,VTBS,YMML,HS-THB,2022-05-17T00:00:00.000Z,THA465,1007,0804,1018,8700.0,0836,39833,44243,44616,
921,VIDP,VTBS,HS-TJV,2022-05-16T00:00:00.000Z,THA332,0153,0343,0200,6200.0,0407,43494,28381,41934,
922,VTBS,RJAA,HS-TJW,2022-05-16T00:00:00.000Z,THA640,2102,0536,2106,8300.0,0547,37131,43489,,
923,VTSP,VTBS,HS-TQF,2022-05-17T00:00:00.000Z,THA919,1013,0109,1021,5100.0,0126,26453,43973,17305,44173
924,EGLL,VTSP,HS-TQF,2022-05-16T00:00:00.000Z,THA919,0758,1122,0804,6300.0,1141,44173,17305,26453,43973
925,VTBS,VHHH,HS-THK,2022-05-14T00:00:00.000Z,THA638,0923,0218,0930,6200.0,0243,43937,35306,,
926,VHHH,VTBS,HS-THK,2022-05-14T00:00:00.000Z,THA639,1310,0218,1318,4300.0,0242,35306,43937,,
927,RKSI,VTBS,HS-TKY,2022-05-17T00:00:00.000Z,THA659,0535,0510,0541,6900.0,0532,28380,43974,,
928,RKSI,VTBS,HS-TKO,2022-05-17T00:00:00.000Z,THA657,0639,0510,0648,6900.0,0534,44250,30937,,
929,YSSY,VTBS,HS-TKZ,2022-05-17T00:00:00.000Z,THA476,0903,0857,0910,8800.0,0918,44414,40295,42648,
930,VTBS,OPIS,HS-THF,2022-05-16T00:00:00.000Z,THA349,1637,0426,1645,6700.0,0449,30944,43932,44339,
931,WMKK,VTBS,HS-THM,2022-05-17T00:00:00.000Z,THA416,0718,0147,0724,4800.0,0203,39849,35306,,
932,VTBS,WMKK,HS-THM,2022-05-17T00:00:00.000Z,THA415,0354,0143,0403,4900.0,0204,35306,39849,,
933,WADD,VTBS,HS-TQA,2022-05-16T00:00:00.000Z,THA432,1239,0344,1247,6100.0,0403,23511,43124,,
934,RJGG,VTBS,HS-THF,2022-05-12T00:00:00.000Z,THA645,0720,0527,0726,6300.0,0545,26870,42571,,
935,VTBS,EGLL,HS-TTC,2022-05-15T00:00:00.000Z,THA910,0648,1220,0655,9700.0,1238,44255,25314,43492,
936,EDDF,VTSP,HS-TKZ,2022-05-11T00:00:00.000Z,THA927,0610,1038,0614,10100.0,1111,36146,44407,20821,44287
937,VTBS,EDDM,HS-THB,2022-05-15T00:00:00.000Z,THA924,0458,1056,0505,7600.0,1116,36732,41929,42582,
938,VHHH,VTBS,HS-TJV,2022-05-15T00:00:00.000Z,THA607,1519,0227,1525,5100.0,0252,44287,33627,,
939,VOBL,VTBS,HS-THM,2022-05-16T00:00:00.000Z,THA326,2255,0318,2303,5400.0,0343,44183,38372,40806,
940,VTBS,VOBL,HS-THM,2022-05-16T00:00:00.000Z,THA325,1804,0312,1815,6200.0,0336,38372,40806,44183,
941,VTBS,VHHH,HS-TJV,2022-05-15T00:00:00.000Z,THA606,1130,0214,1136,7400.0,0239,44287,33627,,
942,VTBS,VOMM,HS-TQA,2022-05-12T00:00:00.000Z,THA337,1810,0245,1816,7100.0,0304,43973,33882,42598,
943,VTBS,RKSI,HS-TKY,2022-05-16T00:00:00.000Z,THA658,2102,0434,2110,8500.0,0455,43966,36723,,
944,VTBS,LFPG,HS-TQE,2022-05-10T00:00:00.000Z,THA930,0705,1141,0727,7300.0,1213,39692,42778,42596,
945,LFPG,VTBS,HS-TWB,2022-05-12T00:00:00.000Z,THA931,2256,1048,2305,7200.0,1114,42596,39692,42778,
946,WMKK,VTBS,HS-TWA,2022-05-16T00:00:00.000Z,THA416,1105,0154,1115,5600.0,0215,43409,33637,,
947,WSSS,WMKK,HS-TWA,2022-05-16T00:00:00.000Z,THA415,0743,0045,0752,9100.0,0110,33637,_____,,
948,VTBS,EDDM,HS-THK,2022-05-16T00:00:00.000Z,THA924,0500,1108,0507,7400.0,1130,43477,37234,43484,
949,VABB,VTBS,HS-THB,2022-05-14T00:00:00.000Z,THA318,2202,0347,2211,6200.0,0408,38383,44193,44282,
950,EKCH,VTBS,HS-TKZ,2022-05-15T00:00:00.000Z,THA951,2309,1020,2318,11100.0,1045,40519,41924,43504,
951,VTBS,EDDF,HS-TKX,2022-05-15T00:00:00.000Z,THA920,0441,1121,0452,8600.0,1144,45605,36466,43310,
952,WSSS,VTBS,HS-THH,2022-05-16T00:00:00.000Z,THA404,0651,0156,0659,5300.0,0220,26539,44260,,
953,VTBS,VIDP,HS-TJV,2022-05-16T00:00:00.000Z,THA331,2023,0345,2039,10100.0,0414,_____,28381,43494,
954,RCTP,VTBS,HS-TKM,2022-05-16T00:00:00.000Z,THA633,1059,0325,1108,7200.0,0352,44254,26778,,
955,VTBS,RCTP,HS-TKM,2022-05-16T00:00:00.000Z,THA632,0507,0307,0510,10000.0,0325,26778,44254,,
956,VTBS,WSSS,HS-THH,2022-05-16T00:00:00.000Z,THA403,0319,0148,0329,5500.0,0213,44260,26539,,
957,RJAA,VTBS,HS-THF,2022-05-15T00:00:00.000Z,THA643,0936,0617,0945,4200.0,0648,44260,30936,,
958,ESSA,VTBS,HS-THD,2022-05-16T00:00:00.000Z,THA961,2325,1037,2330,6100.0,1056,32092,43947,44216,
959,VTBS,WMKK,HS-TWA,2022-05-16T00:00:00.000Z,THA415,0515,0232,0536,3600.0,0310,33637,43409,,
960,EKCH,VTBS,HS-TKW,2022-05-16T00:00:00.000Z,THA951,2257,1018,2301,8800.0,1037,43421,37151,42789,
961,VTBS,RJAA,HS-THL,2022-05-16T00:00:00.000Z,THA642,2217,0517,2223,7800.0,0539,42779,37223,,
962,VABB,VTBS,HS-TKL,2022-05-16T00:00:00.000Z,THA318,2211,0341,2219,7000.0,0409,33876,43417,44266,
963,OPIS,VTBS,HS-THF,2022-05-16T00:00:00.000Z,THA350,2336,0414,2342,6300.0,0437,44339,30944,43932,
